Registro ANS;CNPJ;RazÆo Social;Nome Fantasia;Modalidade;Logradouro;N£mero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endere‡o eletr“nico;Representante;Cargo Representante;Data Registro ANS
421375;2,99589E+13;INTERVIDA ADMINISTRADORA DE BENEFÖCIOS LTDA;;Administradora de Benef¡cios;AVENIDA SÇO JOÇO;313;14§ ANDAR, SALA 05;REPéBLICA;SÆo Paulo;SP;1043000;11;39497264;;diretoria@intervidaadm.com.br;CAROLINA MACIEL MORAIS;SàCIO ADMINISTRADOR;11/09/2018
319422;5,14737E+13;IRMANDADE DA SANTA CASA DE MISERICORDIA DE LIMEIRA;FREI GALVÇO SAéDE;Filantropia;AVENIDA ANTâNIO OMETTO;675;;VILA CLAUDIA;Limeira;SP;13480470;19;34044300;34044300;paulo.financeiro@hospfreigalvao.com.br;CARLOS ALBERTO SCHIMIDT;REPRESENTANTE;23/12/1998
333875;2,32789E+13;IRMANDADE DA SANTA CASA DE MISERICàRDIA DE PASSOS;SANTA CASA DE MISERICàRDIA DE PASSOS;Filantropia;RUA SANTA CASA;164;;CENTRO;Passos;MG;37904020;3;535291300;535291433;planodesaude@scpassos.org.br;VIVALDO SOARES NETO;PROVEDOR;22/12/1998
354562;5,43706E+13;IRMANDADE DA SANTA CASA DE MISERICàRDIA DE PIRACICABA;SANTA CASA SAéDE;Filantropia;AVENIDA INDEPENDENCIA;940;;ALTO;Piracicaba;SP;13419155;19;34012000;34012001;marilene.lafayete@santacasadepiracicaba.com.br;MARILENE LAFAYETE DE LEMOS;ADMINISTRADOR;17/12/1998
347655;5,63842E+13;IRMANDADE DA SANTA CASA DE MISERICàRDIA DE RIO CLARO;;Filantropia;RUA 2;297;;SAéDE;Rio Claro;SP;13500010;19;35240915;35240915;plano@santacasaderioclaro.com.br;DANéSIO ANTâNIO DINIZ;PROVEDOR;29/12/1998
321320;7,21272E+13;IRMANDADE DA SANTA CASA DE MISERICàRDIA E MATERNIDADE DONA ZILDA SALVAGNI;IRM.DA STA.CASA DE MIS.E MAT. DONA ZILDA SALVAGNI;Filantropia;PRA€A DR. JOS FURIATTI;153;;CENTRO;Taquaritinga;SP;15900037;16;32539230;1632539230;operadora321320@santacasatq.com.br;VALDEMAR ANTONIO PERIA;PRESIDENTE EXECUTIVO;23/12/1998
329355;5,51899E+13;IRMANDADE DE MISERICORDIA DE PORTO FERREIRA;HOSPITAL DONA BALBINA;Filantropia;RUA DR. CARLINDO VALERIANI;337;;CENTRO;Porto Ferreira;SP;13660000;19;35895500;35812605;relacionamentos@hospitaldonabalbina.com.br;GILSON FANTINATO;PROVEDOR;17/12/1998
333808;5,28521E+13;IRMANDADE DE MISERICàRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO;SISTEMA VIDA DE SAéDE;Filantropia;RUA CARLOS KIELANDER;396;;CENTRO;Monte Alto;SP;15910000;16;32443244;32421138;contabil.stcasa@terra.com.br;ROBERTO AFONSO COLATRELI;PROVEDOR;21/12/1998
345741;4,97973E+13;IRMANDADE SANTA CASA DE MISERICàRDIA DE ITAPEVA;SANTA CASA DE MISERICàRDIA DE ITAPEVA;Filantropia;RUA SANTOS DUMONT;433;;CENTRO;Itapeva;SP;18400030;15;35219505;35220789;diretoria@santacasadeitapeva.org.br;AUGUSTO RIOS CARNEIRO;PROVEDOR;15/01/1999
336831;7,91158E+13;IRMANDADE SANTA CASA DE MISERICàRDIA DE MARINGµ;SANTA CASA SAUDE;Filantropia;R. SANTOS DUMONT;555;;VILA OPERARIA;Maring ;PR;87050100;44;30275609;30275816;contabilidade@santacasamaringa.com.br;CARLOS ROBERTO ROSµRIO CARREGOSA;PRESIDENTE;22/12/1998
366234;3,95988E+11;ITAIPU BINACIONAL;ITAIPU BINACIONAL;AutogestÆo;AVENIDA PRESIDENTE TANCREDO NEVES;6731;ESCRITORIO CENTRAL;CENTRAL HIDRELTRICA DE ITAIPU;Foz do Igua‡u;PR;85866900;45;35205747;35205874;planodesaude@itaipu.gov.br;SIDNEY DOS SANTOS FRANCO;REPRESENTANTE ;21/12/1998
884;4,46308E+12;ITAUSEG SAéDE S.A.;ITAUSEG SAéDE;Seguradora Especializada em Sa£de;PRA€A ALFREDO EGYDIO DE SOUZA ARANHA;100;5§ ANDAR - PARTE;PARQUE JABAQUARA;SÆo Paulo;SP;4344902;11;25873405;;itausegsaude@itau-unibanco.com.br;LUIZ FERNANDO BUTORI REIS SANTOS;REPRESENTANTE LEGAL;27/07/2001
422452;1,43335E+12;JARIMED ASSISTENCIA MEDICA LTDA.;;Medicina de Grupo;AVENIDA JOSE MANARA ;450;;FIM DO CAMPO;Jarinu;SP;13240000;11;23981102;;comercial@hnj.com.br;JOSOE AUGUSTO GOMES MARQUES PEREIRA;SàCIO ADMINISTRADOR;23/11/2020
418536;1,40956E+13;J.E. ODONTOQUALITY S/S LTDA;AMIZI PLANOS E CONVÒNIOS DE SAéDE;Odontologia de Grupo;RUA FELIPE SCHMIDT;249;SALA 1008;CENTRO;Florian¢polis;SC;88010902;48;32233900;;;ILTON JOS MAFRA;S¢CIO ADMINISTRADOR;24/05/2012
422657;4,02085E+13;JLC ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benef¡cios;AVENIDA NILO PE€ANHA;50;GRP 2412;CENTRO;Rio de Janeiro;RJ;20020906;21;24911647;;j.luiz@jlcarvalho.com.br;JOS LUIZ DE CARVALHO JUNIOR;SOCIO ADMINISTRADOR/REPRE;24/02/2021
418722;1,46757E+13;JTC ODONTOLOGIA LTDA.;;Odontologia de Grupo;AVENIDA DA SAUDADE;120;;PADRE BENTO;Itu;SP;13313000;11;40231361;;CRISCAS@JTCODONTOLOGIA.COM.BR;JOS TADEU DE CASTRO;SàCIO ADMINISTRADOR;10/12/2012
418161;1,31531E+13;JURAL ADMINISTRADORA DE BENEFICIOS LTDA;JURAL ADMINISTRADORA;Administradora de Benef¡cios;AV RIO BRANCO;1132;6§ ANDAR - SALA 63;ALTO CAFEZAL;Mar¡lia;SP;17502000;14;34137666;34137666;JURACI@JURALCORRETORA.COM.BR;JURACI ALVES;SàCIA PRESIDENTE;15/08/2011
422614;3,98807E+13;KIPP SAéDE LTDA.;;Medicina de Grupo;Rua Franz Schubert;33;1§ andar;Jardim Paulistano;SÆo Paulo;SP;1454020;11;21324004;;candre@omint.com.br;ANDR DO AMARAL COUTINHO;Diretor Geral;09/02/2021
422029;3,4539E+13;KLINI PLANOS DE SAéDE LTDA;KLINI;Medicina de Grupo;AV. DAS AMRICAS;3.200;204 a 209;BARRA DA TIJUCA;Rio de Janeiro;RJ;22640102;21;39529150;;diretoria@klinisaude.com.br;ALBA REGINA RIBEIRO DE SOUZA;PRESIDENTE;18/12/2019
419095;1,78274E+13;LANCERS ADMINISTRADORA DE BENEFÖCIOS DE SAéDE LTDA.;;Administradora de Benef¡cios;RUA JULIETA MACEDO PEREIRA;203;PISO 1;RIBEIR¶NIA;RibeirÆo Preto;SP;14096420;16;32342508;;viviane@lancers.com.br;VIVIANE BITTENCOURT DE ARAéJO;DIRETORA ADMINISTRATIVA;03/10/2013
364592;2,12778E+12;LEADER ASSISTÒNCIA MDICA E HOSPITALAR LTDA.;NEW SAéDE LEADER;Medicina de Grupo;RUA CLàVIS SOARES ;200;TORRE A - SALA 212 - CONDOMÖNIO ATIBAIA ;ALVINàPOLIS;Atibaia;SP;12942560;11;44132003;44132003;ti@newsaudeleader.com;TATIANA LIGIA TREMANTI;ADMINISTRADORA;04/02/1999
422339;3,65032E+13;LEVE SAUDE OPERADORA DE PLANOS DE SAUDE S.A;LEVE SAUDE;Medicina de Grupo;RUA ENGENHEIRO ENALDO CRAVO PEIXOTO;215;LOJA B;TIJUCA;Rio de Janeiro;RJ;20540106;21;39524800;;faleconosco@levesaude.com.br;ULISSES DA SILVA;REPRESENTANTE;27/07/2020
418706;1,56489E+13;LEXUS ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benef¡cios;RUA GERMANIA;830;;BONFIM;Campinas;SP;13070770;19;81468998;81468998;GUSTAVO@COOPUS.COM.BR;SAMANTA POLLI ANTONIO;SàCIA;10/12/2012
412490;5,05467E+12;LÖDER COMRCIO E INDéSTRIA LTDA.;PROGRAMA DE ASSISTÒNCIA MDICA LÖDER;AutogestÆo;RUA PARIQUIS;1056;;JURUNAS;Bel‚m;PA;66033590;91;40081000;40081329;NEUZA@LIDERNET.COM.BR;NEUZA LOBATO RODRIGUES VIEIRA;DIRETOR;23/10/2000
421863;3,22663E+13;LIFE BENEFITS ADMINISTRA€ÇO E CONSULTORIA EM SAéDE LTDA;LIFE BENEFITS ;Administradora de Benef¡cios;Rua Matias Aires;404;S/N;Consola‡Æo;SÆo Paulo;SP;1309020;11;45230001;;lifebenefits2019@outlook.com;FABIA REIS DE TOLEDO PRADO;SàCIA ADMINISTRADORA;17/10/2019
418595;1,44681E+13;LIFE CLASS ADMINISTRADORA DE BENEFICIOS LTDA.;LIFE CLASS;Administradora de Benef¡cios;RUA BARÇO DE ITAPETININGA;140;7§ ANDAR - CONJ. 72 E 74 - SALA 02;CENTRO;SÆo Paulo;SP;1042000;11;40638000;40638000;ORLANDO@TALENTOSEGUROS.COM.BR;PATRÖCIO SANTIAGO MATURANA FARIAS;SàCIO ADMINISTRADOR;08/10/2012
414492;4,55803E+12;LIFE EMPRESARIAL SAéDE LTDA.;LIFE EMPRESARIAL SAéDE;Medicina de Grupo;AVENIDA INDIANàPOLIS;1597;;INDIANàPOLIS;SÆo Paulo;SP;4063003;11;35253600;32843267;lifeempresarial@lifeempresarial.com.br;EUNICE HARUE HIGUCHI;DIRETORA;15/01/2003
421987;3,36657E+13;LIFE SAéDE ASSISTÒNCIA MDICA LTDA;LIFE SAéDE ;Medicina de Grupo;SGCV Lote 15;Bloco C Salas 307 e;Ed. Jade Office ;Zona Industrial (Guar );Bras¡lia;DF;71215650;61;33661192;;lifesaude0@gmail.com;BRUNA GUIMARÇES BRAGA;S¢cia-administradora;03/12/2019
309699;9,04504E+13;LIFEDAY PLANOS DE SAéDE LTDA.;;Medicina de Grupo;AVENIDA SOLEDADE;569;CONJUNTO 806 A 811;PETRàPOLIS;Porto Alegre;RS;90470340;51;31810292;;daniel@lifedaysaude.com.br;LUIZ CELSO DIAS LOPES;REPRESENTANTE LEGAL;22/12/1998
422851;3,6765E+13;LIODONTO PLANOS DE ASSISTENCIA E SERVICOS ODONTOLOGICOS EIRELI;;Odontologia de Grupo;AV RIO JUTAI;838;ANDAR 1;NOSSA SENHORA DAS GRACAS;Manaus;AM;69053020;92;982390017;;diretoria@liodontobrasil.com.br;LIAN ROGRIO DE FREITAS MASCARENHAS;ADMINISTRADOR;14/06/2021
379280;8,46662E+11;LIV LINHAS INTELIGENTES DE ATEN€ÇO · VIDA S/A;LIV SAéDE;Medicina de Grupo;AVENIDA PAULISTA;1079;7§ ANDAR;BELA VISTA;SÆo Paulo;SP;1311200;11;31307196;32422030;ans@saudeliv.com.br;LEONARDO ROSµRIO DE ALC¶NTARA;ADMINISTRADOR;06/01/1999
421685;3,09275E+13;LIVEN PRESTADORA DE SERVI€OS LTDA;;Administradora de Benef¡cios;Rua Duque de Caxias ;302;601.0;Centro;Barra Mansa;RJ;27345010;24;999928674;;livenpds@gmail.com;TIAGO COMPASSO DE OLIVEIRA LIMA;Administrador;30/04/2019
422479;3,91494E+13;LIVRI OPERADORA DE PLANO DE SAéDE LTDA;LIVRI SAéDE;Medicina de Grupo;Avenida Brigadeiro Luis Ant“nio;487;4§ andar ? Sala 41;Bela Vista ;SÆo Paulo;SP;1132000;11;947204308;;livrisaude@gmail.com;IRENE LUCIA DOPIERALSKI;Presidente ;30/12/2020
421294;2,89589E+13;LP ADMINISTRA€ÇO DE BENEFÖCIOS LTDA.;LP VIDA;Administradora de Benef¡cios;AVENIDA AYRTON SENNA;1850;COB 410 A 412;BARRA DA TIJUCA;Rio de Janeiro;RJ;22775003;21;32563555;;francisca.sousa@lpvida.com.br;LEANDRO BRAGA DE SOUSA;ADMINISTRADOR;28/06/2018
416835;7,87346E+12;MACIEL & MACIEL ASSISTÒNCIA ODONTOLàGICA LTDA;DENTAL VIP;Odontologia de Grupo;RUA CAMPOS SALES;2217;;CENTRO;Mirassol;SP;15130013;17;32423479;32423479;marciodmaciel@hotmail.com;MµRCIO DELMAR MACIEL  ;SàCIO - ADMINISTRADOR;11/02/2009
349291;1,5416E+12;MAIS DENTAL PLANOS ODONTOLOGICOS LTDA;MAIS DENTAL.COM E + DENTAL.COM;Odontologia de Grupo;AV NILO PECANHA;50;GRP 2111;CENTRO;Rio de Janeiro;RJ;20020906;21;34619797;34619797;maisdental@maisdental.com;FABIO BERNARDO CALAZANS SILVA;SàCIO-ADMINISTRADOR;12/01/1999
415065;3,95266E+11;MAIS SAéDE PLANO DE SAéDE LTDA;MAIS SAéDE PLANO DE SAéDE ;Medicina de Grupo;AVENIDA T-9;735;QD 87, LOTE 23, SALAS 1a4;SETOR BUENO;Goiƒnia;GO;74215025;;;;elias@mssaude.com.br;ELIAS FRANCISCO DE OLIVEIRA;DIRETOR GERAL;06/12/2004
420051;1,90319E+13;MAIS SAéDE PLANOS MDICOS E ODONTOLàGICOS LTDA ;SMARTCARE ODONTOLOGIA;Odontologia de Grupo;RUA AMADOR BUENO;333;8§ ANDAR, SALA 802;CENTRO;Santos;SP;11013153;11;47264167;;daniel.stefan@smartcareodonto.com.br;DANIEL STEFAN CHRISTINO HORVATH;SàCIO-ADMINISTRADOR;03/02/2016
419516;1,96917E+13;MAIS SAUDE S/A;;Medicina de Grupo;AV. CHAMPAGNAT;727;;CENTRO;Vila Velha;ES;29100011;27;33204344;;bianca@eshoje.com.br;BIANCA HENRIQUES COUTINHO KLOSS;DIRETORA PRESIDENTE;22/09/2014
418951;1,5301E+13;MAPFRE SAéDE LTDA;;Medicina de Grupo;AV. DAS NA€åES UNIDAS;11711; 21§ ANDAR;BROOKLIN;SÆo Paulo;SP;4578000;11;26635460;;jclausse@mapfre.com.br;JULIEN CLAUSSE;REPRESENTANTE;04/07/2013
417564;1,10553E+13;MAPMA ADMINISTRADORA DE BENEFÖCIOS LTDA.;MAPMA;Administradora de Benef¡cios;RUA RODRIGO SILVA;26;SALA 1401;CENTRO;Rio de Janeiro;RJ;20011902;21;22164800;22164813;FINANCEIRO@MAPMA.COM.BR;MARCIO TELLES DE MENEZES DO PRADO MAIA;DIRETOR;21/09/2010
420964;2,67011E+13;MASTER HEALTH ADMINISTRADORA DE BENEFÖCIOS LTDA;MASTER HEALTH;Administradora de Benef¡cios;Avenida Treze de Maio;13;Pavimento 4 - conjunto 409, Sala 421;Centro;Rio de Janeiro;RJ;20031007;21;22200112;;mhadm@mhadm.com.br;MµRCIO µLVARES DE ARAUJO;Diretor Administrativo-Fi;21/07/2017
416495;5,04329E+13;MATÇO CLINICAS & AMHMA SAéDE LTDA;HSAéDE;Medicina de Grupo;AV. SALDANHA DA GAMA;447;;CENTRO;MatÆo;SP;15990120;16;33839333;;hsaude@hsaude.net.br;CRISTINA MARRA MIOTTO BOY;GERENTE ADMINISTRATIVO;17/12/2007
329967;8,44669E+11;MATTOS ODONTOLOGIA LTDA;MATTOS ODONTOLOGIA LTDA;Odontologia de Grupo;RUA VICENTE DE PAULA LIMA;1036;;CENTRO;Serrana;SP;14150000;1;639873799;;seato@seato.com.br;CARLOS CESAR DE MATTOS;SOCIO-DIRETOR GERENTE;22/12/1998
417696;1,12353E+13;MAXMED ADMINISTRADORA DE BENEFICIOS EIRELI;MAXMED;Administradora de Benef¡cios;AV BRIGADEIRO FARIA LIMA;1485;CONJ. 11 - TORRE NORTE;JARDIM PAULISTANO;SÆo Paulo;SP;1452002;19;35510540;35423250;contato@maxmed.com.br;JOS ADILSON BONATTO;ADMINISTRADOR;03/12/2010
419559;2,06138E+13;MED CORP SAéDE CORPORATIVA LTDA - EPP;MED CORP SAéDE CORPORATIVA;Administradora de Benef¡cios;AVENIDA NILO PE€ANHA;50;GRUPO 1117;CENTRO;Rio de Janeiro;RJ;20020906;21;35532497;;MEDCORPSAUDE@MEDCORPSAUDE.COM.BR;NICOLAS MARTINS SALAME;SàCIO-ADMINISTRADOR;06/10/2014
421880;3,36054E+13;MED LIFE OPERADORA ODONTOLàGICA LTDA;;Odontologia de Grupo;RUA FLORIANO PEIXOTO;529;;VILA MENDON€A;Ara‡atuba;SP;16015000;18;33043486;;carlosarego@hotmail.com;ANDREIA BARBOSA;Administradora;11/02/2020
419656;2,09668E+13;MED LIFE SAUDE ATA LTDA;;Medicina de Grupo;RUA FLORIANO PEIXOTO;529;;VILA MENDON€A;Ara‡atuba;SP;16015000;18;33043486;;carlosrego@hotmail.com;ANDREIA BARBOSA;SàCIO;26/01/2015
421227;2,87861E+13;MEDCLASS BENEFÖCIOS EIRELI;MEDCLASS;Administradora de Benef¡cios;RUA MINISTRO OROZIMBO NONATO;102;24§ ANDAR - 2405B;VILA DA SERRA;Nova Lima;MG;34006053;;40037181;;ans@medclasssaude.com.br;JULIANA FALCI LATORRE FRAN€A;REPRESENTANTE;18/03/2018
422797;4,10585E+13;MEDCORP ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benef¡cios;AVENIDA TREZE DE MAIO ;33;BLOCO B, SALA 1214;CENTRO;Rio de Janeiro;RJ;20031920;21;35531692;;thiago@unimedicasaude.com;ANTONY RODRIGUES PEREIRA;SOCIO ADMINISTRADOR;11/05/2021
419753;1,45768E+13;MEDGOLD ASSISTENCIA MEDICA LTDA - ME;GOLDMED;Medicina de Grupo;RUA ALM PARAÖBA;131;SETOR ESQUERDO;BONFIM;Belo Horizonte;MG;31210120;31;83186168;32440267;administrativo@medgoldsaude.com.br;YAMANI SIMIONI GON€ALVES DE OLIVEIRA;SàCIA ADMINISTRADORA;07/05/2015
421367;2,83108E+13;MEDHEALTH PLANOS DE SAéDE LTDA;MEDHEALTH;Medicina de Grupo;RUA EMILIANO PERNETA;297;SALA 211 - ANDAR 21 - COND. METROPOLITAN;CENTRO;Curitiba;PR;80010050;41;30227149;;diretoria@medhealth.com.br;RODRIGO MARCIAL LEDRA RIBEIRO;SàCIO ADMINISTRADOR;01/11/2018
419532;1,31247E+13;MEDIATORE ADMINISTRADORA DE BENEFÖCIOS LTDA;MEDIATORE;Administradora de Benef¡cios;AV. NOSSSA SENHORA DA PENHA;1506;T‚RREO;BARRO VERMELHO;Vit¢ria;ES;29057550;27;21242000;;mediatoreadm@hotmail.com;CASEMIRO ALVES RAMOS JUNIOR;ADMINISTRADOR;29/09/2014
420859;2,61148E+13;MEDIATORIE ADMINISTRADORA DE BENEFÖCIOS S/A;MEDIATORIE ADMINISTRADORA;Administradora de Benef¡cios;RUA CONSTRUTOR SEBASTIÇO SOARES DE SOUZA;40;SALAS 1101 a 1104 e 1108 - ED. INFINITY;PRAIA DA COSTA;Vila Velha;ES;29101350;27;30940088;;ans@mediatorie.com.br;CASEMIRO ALVES RAMOS JUNIOR;Diretor Presidente;10/04/2017
360767;1,37043E+12;MEDICAL MEDICINA ASSISTENCIAL S/A;MEDICAL;Medicina de Grupo;AV ANA CAROLINA DE BARROS LEVY;124;;CENTRO;Limeira;SP;13480755;19;34464646;34464645;cians@hapvida.com.br;ANDR LUIZ BONFIM DE MELO;Diretor Superintendente Administrativo;18/12/1998
422274;3,65007E+13;MEDICAL PLANOS DE SAéDE S/A;MEDICAL PLANOS DE SAéDE S/A;Medicina de Grupo;Rua Doutor Trajano de Barros Camargo;1531;;Centro;Limeira;SP;13480756;19;34464646;;medical@medical.com.br;JOÇO CARLOS RODRIGUES DE ALMEIDA;Diretor-presidente;24/06/2020
368849;4,93642E+13;MEDIPLAN ASSISTENCIAL LTDA;MEDIPLAN;Medicina de Grupo;RUA RODRIGUES PACHECO;144;;CENTRO;Sorocaba;SP;18035085;15;32194473;32194433;ans@intermedica.com.br;LUIZ CELSO DIAS LOPES;REPRESENTANTE LEGAL;29/12/1998
333689;5,77465E+13;MEDISERVICE OPERADORA DE PLANOS DE SAéDE S.A.;MEDISERVICE;Medicina de Grupo;AVENIDA ALPHAVILLE;779;11§ ANDAR, LADO B, SL.1102 - PARTE, EMP.;BARUERI;SÆo Paulo;SP;6472900;21;25031076;25031329;atendimento.ans@mediservice.com.br;FLµVIO BITTER ;DIRETOR GERENTE;22/12/1998
337510;1,89298E+12;MEDPLAN ASSISTÒNCIA MEDICA LTDA.;MEDPLAN;Medicina de Grupo;RUA COELHO RODRIGUES;1921;;CENTRO;Teresina;PI;64000080;86;31318888;31318888;medplan@medplan.com.br;FµBIO MINAMISAWA HIROTA;REPRESENTANTE;16/12/1998
328537;4,53863E+11;MED-TOUR ADMINISTRADORA DE BENEFÖCIOS E EMPREENDIMENTOS LTDA.;MED-TOUR SAUDE;Medicina de Grupo;P€A ALPHA CENTAURO;54;CJ03;ALPHAVILE;Santana de Parna¡ba;SP;6541075;11;49685126;;financeiro@medtoursaude.com.br;ROSA MARIA INBANHA POSSADA;SàCIA;29/12/1998
421391;2,96541E+13;MEGA ADMINISTRADORA DE BENEFÖCIOS LTDA;MEGA ADMINISTRADORA;Administradora de Benef¡cios;AVENIDA PAULISTA;777;CONJUNTO 72 - EDIFÖCIO VIKING;BELA VISTA;SÆo Paulo;SP;1311100;11;47654007;;osvaldo@saudemega.com.br;VALDEA TEIXEIRA DA SILVA;SàCIA-ADMINISTRADORA;11/09/2018
373010;2,90268E+12;MEMORIAL SAUDE LTDA;MEMORIAL SAUDE LTDA;Medicina de Grupo;AV. DOM HELDER CAMARA;5555;LOJA D E SOBRELOJA; DEL CASTILHO;Rio de Janeiro;RJ;20771001;21;38996767;25958492;dirtec@memorial-saude.com.br;LUCAS DIAS CHIDID;REPRESENTANTE LEGAL;28/12/1998
406481;3,27383E+12;METLIFE PLANOS ODONTOLàGICOS LTDA.;;Odontologia de Grupo;RUA FLàRIDA;1595;5§ ANDAR, PARTE;NOVO BROOKLIN;SÆo Paulo;SP;4565001;11;41228600;40818660;relacionamentonip@metlife.com;FRANCISCO IGNACIO ESPINOZA CONCHA;DIRETOR EXECUTIVO;19/07/1999
380661;4,48574E+13;METRUS INSTITUTO DE SEGURIDADE SOCIAL;METRUS INSTITUTO DE SEGURIDADE SOCIAL;AutogestÆo;ALAMEDA SANTOS;1827;17§ ANDAR;CERQUEIRA CESAR;SÆo Paulo;SP;1419002;11;33713410;32894188;relacionamento.ans@metrus.org.br;ALEXANDRA LEONELLO GRANADO;DIRETOR PRESIDENTE;24/12/1998
412015;3,6703E+12;MH VIDA - OPERADORA DE PLANOS DE SAéDE - EIRELI;MH VIDA - OPERADORA DE PLANOS DE SAéDE - EIRELI;Medicina de Grupo;RUA AUGUSTO DE VASCONCELLOS;544;LOJA 148;CAMPO GRANDE;Rio de Janeiro;RJ;23050340;21;34059452;34059475;ouvidoria@mhvida.com.br;MARCOS HEBER LIMA;SàCIO ADMINISTRADOR;25/08/2000
416703;4,25093E+13;MINERA€ÇO CARAÖBA S/A;MINERA€ÇO CARAÖBA;AutogestÆo;FAZENDA CARAÖBA;S/N;CENTRO;DISTRITO DE PILAR;Jaguarari;BA;48967000;74;35321007;35321150;PAMS@MCSA.COM.BR;EDUARDO DE COME;REPRESENTANTE LEGAL;20/08/2008
422061;3,50565E+13;MMS ADMINISTRADORA DE BENEFICIOS LTDA;MMS BENEFICIOS;Administradora de Benef¡cios;RUA DA QUITANDA;62;SALA 701;CENTRO;Rio de Janeiro;RJ;20011030;21;35531692;;leonardo@unimedicasaude.com;SEBASTIÇO FERNANDES BATISTA;REPRESENTANTE;18/12/2019
354741;4,80989E+13;MOGIDONTO PLANOS ODONTOLàGICOS LTDA;MOGIDONTO;Odontologia de Grupo;RUA DR. RICARDO VILELA;1313;TRREO E 2ø ANDAR;CENTRO;Mogi das Cruzes;SP;8780060;11;47285444;47285441;maranagib@mogidonto.com.br;ROBERTO SEME CURY;RELA€åES INSTITUCIONAIS;18/12/1998
421677;2,89913E+13;MOUNT HERMON ADMINISTRADORA DE BENEFÖCIOS LTDA;MOUNT HERMON ADMINISTRADORA;Administradora de Benef¡cios;RUA MARECHAL DEODORO;869;CONJ 806 ANDAR 08 EDIFÖCIO CENTER TOWER;CENTRO;Curitiba;PR;80060010;41;33831000;;diretor@allcross.com.br;FRANCISCO NOGUEIRA DA SILVA;ADMINISTRADOR;13/06/2019
420140;2,38211E+13;MUITO MAIS SAéDE ADMINISTRADORA DE BENEFÖCIOS;;Administradora de Benef¡cios;AVENIDA RIO BRANCO;114;SALA 301;CENTRO;Rio de Janeiro;RJ;20040001;21;35531692;;LEONARDO@UNIMEDICASAUDE.COM;SEBASTIÇO FERNANDES BATISTA;ADMINISTRADOR;06/07/2016
351351;1,30608E+12;MULTI - BUCAL ODONTOLOGIA LTDA - EPP;MULTI-BUCAL CONVÒNIO ODONTOLàGICO;Odontologia de Grupo;AVENIDA INDEPENDÒNCIA ;1339;;JARDIM SUMAR;RibeirÆo Preto;SP;14025390;16;38774888;;multibucal@multibucal.com.br;ELIAS PACHECO ISSA;DIRETOR GERENTE;21/12/1998
422185;3,64147E+13;MULTI CARE ADMINISTRADORA DE BENEFICIOS LTDA;MULTI CARE   ;Administradora de Benef¡cios;RUA DO CARMO;07;SALA 1301;CENTRO;Rio de Janeiro;RJ;20011020;21;35531692;;Leonardo@unimedicasaude.com;EDUARDO CLEMENTE DIAS;ADMINISTRADOR;16/03/2020
402851;2,0264E+12;MULTI SAéDE ASSISTÒNCIA MDICA E HOSPITALAR LTDA;MULTI-SAéDE;Medicina de Grupo;RUA 200 C/ 300 QD 3-B;LTS 1/4;SL 121 - CONDOMÖNIO EMPRESARIAL VILLAGE;CIDADE VERA CRUZ;Aparecida de Goiƒnia;GO;74935900;62;32434000;622434040;multisaude@multisaudeap.com.br;JOS MARCOS DO ESPÖRITO SANTO;REPRESENTANTE;31/03/1999
354554;9,04039E+13;MULTICLINICA SERVICOS DE SAUDE LTDA;MULTICLÖNICA SERVI€OS DE SAUDE LTDA;Medicina de Grupo;AVENIDA BRASIL;3300;;CENTRO;Campo Bom;RS;93700000;51;35841000;35841000;lcm@multiclinica.com.br;LUIZ CARLOS HEHN MARQUES;DIRETOR GERAL;22/12/1998
420034;2,21684E+13;MéLTIPLA ADMINISTRA€ÇO DE BENEFÖCIOS LTDA - ME;MéLTIPLA ADMINISTRA€ÇO DE BENEFÖCIOS;Administradora de Benef¡cios;RUA DA ASSEMBLEIA ;10;SALA 4013;CENTRO;Rio de Janeiro;RJ;20011901;21;38565696;;renan@multiplabeneficios.com.br;ANA MARIA PALMER BONET;REPRESENTANTE;03/02/2016
418650;3,04601E+13;MéTUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO;MéTUA DOS MAGISTRADOS;AutogestÆo;RUA DOM MANUEL;29;1¦ ANDAR;CENTRO;Rio de Janeiro;RJ;20010090;21;25325026;22201357;mutuadosmagistrados@mutuadosmagistrados.com.br;RICARDO COUTO DE CASTRO;PRESIDENTE;16/10/2012
421847;3,31056E+13;MV2C ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benef¡cios;RUA DA QUITANDA;62;SALA 701;CENTRO;Rio de Janeiro;RJ;20011030;21;35531692;;machadosos@hotmail.com;GIOVANI ROBERTO DA SILVA;ADMINISTRADOR;05/07/2019
304441;1,86779E+12;NACIONAL ODONTO OPERADORA DE PLANOS ODONTOLàGICOS LTDA.;CLIN - PLANO ODONTO DIGITAL;Odontologia de Grupo;RUA FRANCISCO CANDIDO MAGALHAES;20;SALA 710;TRIANGULO;Juazeiro do Norte;CE;63041195;81;33666800;;ans@clin.digital;JOAQUIM PEREIRA NEVES NETO;DIRETOR;03/02/1999
